Sample,GroundTruth,Prediction,GroundTruth_Label,Prediction_Label,Correct,Logit0,Logit1,Logit2,Logit3,Logit4,Prob0,Prob1,Prob2,Prob3,Prob4
11613,0,0,Normal,Normal,Yes,-0.142900,-10.426816,-8.767290,-4.199893,-4.681567,0.972571,0.000033,0.000175,0.016826,0.010394
11614,0,0,Normal,Normal,Yes,-0.217134,-8.981922,-13.378707,-3.718062,-4.222165,0.953697,0.000149,0.000002,0.028772,0.017380
11615,0,0,Normal,Normal,Yes,1.823356,-14.710140,-11.848359,-4.535583,-1.518098,0.964210,0.000000,0.000001,0.001669,0.034119
11616,0,0,Normal,Normal,Yes,-1.298162,-16.392797,-16.190561,-4.846117,-5.288178,0.954851,0.000000,0.000000,0.027484,0.017664
11617,0,0,Normal,Normal,Yes,-1.712846,-16.952271,-10.934714,-8.517215,-10.113111,0.998569,0.000000,0.000099,0.001107,0.000224
11618,1,1,Supraventricular,Supraventricular,Yes,-9.390394,-2.433359,-8.116522,-7.931241,-8.223104,0.000941,0.988622,0.003364,0.004049,0.003024
11619,1,1,Supraventricular,Supraventricular,Yes,-8.085138,-0.684528,-14.831058,-5.767221,-6.021564,0.000604,0.988509,0.000001,0.006132,0.004755
11620,4,4,Unknown,Unknown,Yes,-2.705793,-8.085583,-6.130506,-4.609279,-1.447777,0.212556,0.000980,0.006921,0.031681,0.747863
11621,0,0,Normal,Normal,Yes,2.567238,-13.889697,-7.433085,-6.782457,-3.786545,0.998131,0.000000,0.000045,0.000087,0.001737
11622,3,3,Fusion,Fusion,Yes,-9.719311,-19.416000,-30.423172,-0.339700,-6.343359,0.000084,0.000000,0.000000,0.997452,0.002463
11623,0,0,Normal,Normal,Yes,1.696028,-16.410276,-5.074870,-4.671241,-2.953353,0.987722,0.000000,0.001133,0.001696,0.009450
11624,1,1,Supraventricular,Supraventricular,Yes,-9.349649,-0.986649,-8.844922,-3.385734,-9.778317,0.000214,0.916109,0.000354,0.083184,0.000139
11625,0,0,Normal,Normal,Yes,3.300941,-26.097090,-15.899113,-10.190811,-0.971992,0.986249,0.000000,0.000000,0.000001,0.013749
11626,0,0,Normal,Normal,Yes,1.748908,-18.735596,-10.826838,-10.895377,-2.677248,0.988174,0.000000,0.000003,0.000003,0.011819
11627,0,0,Normal,Normal,Yes,-1.320566,-24.200377,-10.336644,-9.235427,-1.922262,0.645841,0.000000,0.000078,0.000236,0.353845
11628,0,0,Normal,Normal,Yes,1.467055,-21.414848,-11.792961,-7.543492,-2.786505,0.985865,0.000000,0.000002,0.000120,0.014013
11629,0,0,Normal,Normal,Yes,-1.196024,-7.604384,-10.410488,-7.310738,-4.490827,0.960585,0.001583,0.000096,0.002123,0.035614
11630,0,3,Normal,Fusion,No,-5.632244,-9.496108,-8.104801,-2.518945,-6.332279,0.041499,0.000871,0.003501,0.933522,0.020607
11631,0,0,Normal,Normal,Yes,-0.748161,-14.206938,-8.434338,-8.757833,-3.665197,0.947969,0.000001,0.000435,0.000315,0.051279
11632,1,1,Supraventricular,Supraventricular,Yes,-4.711367,-1.209031,-8.605496,-4.804548,-5.052891,0.027906,0.926271,0.000568,0.025423,0.019832
11633,0,0,Normal,Normal,Yes,1.312206,-14.411504,-4.345347,-4.571042,-3.898085,0.988399,0.000000,0.003451,0.002753,0.005397
11634,0,0,Normal,Normal,Yes,2.542158,-19.072823,-12.676491,-5.692547,-0.713965,0.962646,0.000000,0.000000,0.000255,0.037098
11635,0,0,Normal,Normal,Yes,2.447185,-21.950270,-12.840757,-11.022548,-2.619199,0.993733,0.000000,0.000000,0.000001,0.006266
11636,0,0,Normal,Normal,Yes,-5.433352,-12.773296,-5.980067,-8.946471,-8.546475,0.604682,0.000392,0.350019,0.018022,0.026885
11637,0,3,Normal,Fusion,No,-5.571033,-11.509605,-14.824875,-4.701209,-4.729126,0.175131,0.000462,0.000017,0.417949,0.406442
11638,0,0,Normal,Normal,Yes,3.040503,-20.398094,-12.877386,-6.544290,-4.341814,0.999309,0.000000,0.000000,0.000069,0.000622
11639,0,0,Normal,Normal,Yes,1.758268,-28.887270,-13.195132,-8.781559,-2.648691,0.987928,0.000000,0.000000,0.000026,0.012045
11640,2,2,Ventricular,Ventricular,Yes,-6.399342,-8.891257,-2.829048,-11.315410,-10.469150,0.027297,0.002259,0.969778,0.000200,0.000466
11641,2,2,Ventricular,Ventricular,Yes,-6.827818,-9.704233,-3.426268,-8.321147,-7.052286,0.031162,0.001756,0.935186,0.007000,0.024897
11642,0,0,Normal,Normal,Yes,-3.612007,-8.667822,-9.535129,-4.789683,-6.461445,0.727315,0.004635,0.001947,0.224009,0.042095
11643,0,0,Normal,Normal,Yes,-1.676020,-27.939240,-8.687960,-13.447337,-5.283501,0.972735,0.000000,0.000876,0.000008,0.026381
11644,0,0,Normal,Normal,Yes,-3.581493,-10.532655,-7.316790,-7.252421,-4.047271,0.595975,0.000571,0.014224,0.015169,0.374062
11645,0,0,Normal,Normal,Yes,1.545114,-9.576957,-8.607285,-5.056746,-5.598341,0.997803,0.000015,0.000039,0.001355,0.000788
11646,2,2,Ventricular,Ventricular,Yes,-11.870964,-13.759359,-6.998369,-8.289799,-7.815488,0.004436,0.000671,0.579579,0.159313,0.256001
11647,0,0,Normal,Normal,Yes,3.231435,-14.852987,-8.142098,-6.752563,-2.536304,0.996826,0.000000,0.000011,0.000046,0.003117
11648,2,2,Ventricular,Ventricular,Yes,-4.316309,-5.913030,-1.721647,-4.790686,-3.559006,0.057639,0.011675,0.771903,0.035867,0.122916
11649,0,0,Normal,Normal,Yes,-2.520923,-7.791778,-7.369499,-5.278158,-3.738122,0.728595,0.003744,0.005712,0.046242,0.215707
11650,0,0,Normal,Normal,Yes,0.262807,-6.715569,-5.236552,-5.429690,-3.117381,0.959294,0.000894,0.003923,0.003234,0.032655
11651,0,0,Normal,Normal,Yes,-1.608090,-8.512397,-12.147769,-9.287768,-7.665382,0.996182,0.001000,0.000026,0.000460,0.002332
11652,2,2,Ventricular,Ventricular,Yes,-3.764902,-8.758741,-1.453629,-4.346683,-6.086825,0.085099,0.000577,0.858415,0.047562,0.008347
11653,0,0,Normal,Normal,Yes,1.065485,-15.300920,-9.460347,-7.257559,-2.135809,0.960634,0.000000,0.000026,0.000233,0.039107
11654,4,3,Unknown,Fusion,No,-14.288191,-17.154030,-12.382975,-3.839375,-5.367611,0.000024,0.000001,0.000160,0.821596,0.178219
11655,0,0,Normal,Normal,Yes,-2.754652,-11.331964,-16.215231,-10.849876,-10.414684,0.999035,0.000188,0.000001,0.000305,0.000471
11656,0,0,Normal,Normal,Yes,-0.791083,-22.143091,-9.749848,-10.016889,-2.906658,0.892227,0.000000,0.000115,0.000088,0.107570
11657,4,3,Unknown,Fusion,No,-12.893796,-14.132326,-16.491579,-8.444466,-10.360736,0.010052,0.002913,0.000275,0.860179,0.126580
11658,0,0,Normal,Normal,Yes,-0.601253,-22.349661,-10.421653,-8.422685,-2.066441,0.812024,0.000000,0.000044,0.000326,0.187606
11659,0,0,Normal,Normal,Yes,0.993758,-13.974353,-8.027631,-3.950115,-5.008071,0.990371,0.000000,0.000120,0.007058,0.002450
11660,0,0,Normal,Normal,Yes,-3.261730,-13.270359,-7.155525,-5.104693,-3.615356,0.531661,0.000024,0.010829,0.084187,0.373299
11661,0,0,Normal,Normal,Yes,0.797135,-6.639338,-15.655284,-1.973834,-7.933335,0.940422,0.000554,0.000000,0.058872,0.000152
11662,0,0,Normal,Normal,Yes,1.650198,-12.196667,-13.174974,-6.368432,-5.883824,0.999136,0.000001,0.000000,0.000329,0.000534
11663,0,0,Normal,Normal,Yes,1.427661,-23.288847,-11.619555,-7.438898,-2.437366,0.979331,0.000000,0.000002,0.000138,0.020529
11664,0,0,Normal,Normal,Yes,-0.065238,-8.643168,-8.824764,-5.297770,-3.875380,0.972923,0.000183,0.000153,0.005195,0.021545
11665,0,0,Normal,Normal,Yes,1.367162,-16.464748,-10.433887,-6.485455,-1.805181,0.959415,0.000000,0.000007,0.000373,0.040205
11666,2,2,Ventricular,Ventricular,Yes,-8.609399,-7.521069,-7.334548,-14.103068,-12.612235,0.132103,0.392255,0.472686,0.000543,0.002413
11667,0,0,Normal,Normal,Yes,2.204350,-8.115023,-4.250766,-6.501806,-2.646401,0.990498,0.000033,0.001558,0.000164,0.007748
11668,0,0,Normal,Normal,Yes,2.857891,-10.773923,-10.576360,-1.129441,-1.552740,0.970215,0.000001,0.000001,0.017997,0.011786
11669,2,2,Ventricular,Ventricular,Yes,-7.625948,-6.875719,-5.608147,-11.746666,-10.795513,0.093480,0.197942,0.703133,0.001517,0.003928
11670,0,0,Normal,Normal,Yes,-4.224205,-15.337112,-8.752225,-7.653467,-7.419125,0.922341,0.000014,0.009963,0.029894,0.037788
11671,0,0,Normal,Normal,Yes,1.718119,-14.879450,-9.654204,-8.645168,-3.762142,0.995806,0.000000,0.000011,0.000031,0.004151
11672,3,3,Fusion,Fusion,Yes,-9.335598,-9.365910,-16.288080,1.124120,-4.173988,0.000029,0.000028,0.000000,0.994968,0.004976
11673,0,0,Normal,Normal,Yes,4.542037,-14.635813,-11.489828,-3.467028,-3.410531,0.999316,0.000000,0.000000,0.000332,0.000352
11674,0,0,Normal,Normal,Yes,-2.018822,-10.320881,-14.932168,-7.160814,-8.063047,0.991603,0.000246,0.000002,0.005797,0.002352
11675,0,0,Normal,Normal,Yes,2.211986,-24.264759,-14.718201,-10.835511,-2.727673,0.992892,0.000000,0.000000,0.000002,0.007106
11676,0,0,Normal,Normal,Yes,-1.899521,-7.151044,-6.587627,-5.990911,-4.525276,0.906171,0.004748,0.008340,0.015148,0.065593
11677,1,1,Supraventricular,Supraventricular,Yes,-7.589586,-2.796221,-11.575084,-4.205775,-5.707063,0.006338,0.765040,0.000118,0.186863,0.041641
11678,0,0,Normal,Normal,Yes,5.555259,-21.764324,-16.774981,-1.460221,-2.224636,0.998686,0.000000,0.000000,0.000897,0.000418
11679,0,0,Normal,Normal,Yes,1.424474,-18.285921,-14.238806,-5.298901,-1.660333,0.955163,0.000000,0.000000,0.001149,0.043688
11680,3,3,Fusion,Fusion,Yes,-6.460363,-16.461967,-21.881384,2.485787,-10.653506,0.000130,0.000000,0.000000,0.999868,0.000002
11681,0,2,Normal,Ventricular,No,-4.802323,-21.146086,-3.646877,-12.517213,-8.470227,0.238015,0.000000,0.755802,0.000106,0.006077
11682,0,4,Normal,Unknown,No,-3.182462,-9.575167,-8.439559,-7.528345,-3.170698,0.492204,0.000824,0.002565,0.006379,0.498029
11683,0,0,Normal,Normal,Yes,-2.496522,-6.317438,-6.252704,-5.518535,-5.141408,0.858371,0.018805,0.020063,0.041805,0.060956
11684,0,0,Normal,Normal,Yes,1.261737,-15.764119,-3.762179,-5.711936,-3.178002,0.981052,0.000000,0.006454,0.000918,0.011575
11685,0,0,Normal,Normal,Yes,-5.249542,-12.573594,-6.633983,-8.172352,-7.025062,0.678287,0.000447,0.169887,0.036480,0.114899
11686,0,0,Normal,Normal,Yes,-2.630918,-5.622949,-6.733915,-4.677235,-5.667959,0.803926,0.040345,0.013283,0.103875,0.038570
11687,3,3,Fusion,Fusion,Yes,-14.976968,-6.725287,-19.520283,0.591912,-11.115624,0.000000,0.000664,0.000000,0.999328,0.000008
11688,4,0,Unknown,Normal,No,-3.682113,-16.614319,-21.681366,-6.530270,-8.240335,0.935949,0.000002,0.000000,0.054239,0.009809
11689,0,0,Normal,Normal,Yes,2.051220,-12.049755,-6.698685,-6.701567,-3.121016,0.994047,0.000001,0.000158,0.000157,0.005638
11690,0,0,Normal,Normal,Yes,1.366843,-13.673902,-12.960649,-4.478965,-7.199419,0.996926,0.000000,0.000001,0.002883,0.000190
11691,0,0,Normal,Normal,Yes,-4.054533,-15.062231,-11.824150,-5.015701,-6.986996,0.696306,0.000012,0.000294,0.266299,0.037089
11692,0,0,Normal,Normal,Yes,-0.430367,-23.755556,-16.072899,-5.551328,-3.805957,0.961383,0.000000,0.000000,0.005740,0.032877
11693,2,3,Ventricular,Fusion,No,-11.256444,-17.087545,-8.292327,-7.463652,-8.480989,0.012375,0.000036,0.239802,0.549215,0.198572
11694,0,0,Normal,Normal,Yes,-2.821729,-7.701813,-5.741426,-6.685420,-4.705081,0.809968,0.006153,0.043698,0.017002,0.123180
11695,0,0,Normal,Normal,Yes,4.390347,-16.443890,-12.462419,-3.881073,0.304410,0.983223,0.000000,0.000000,0.000251,0.016525
11696,0,0,Normal,Normal,Yes,-4.744248,-11.264467,-7.434531,-10.627721,-7.881411,0.896438,0.001321,0.060834,0.002497,0.038911
11697,1,1,Supraventricular,Supraventricular,Yes,-5.762396,-2.516892,-7.388014,-5.858202,-4.656381,0.032465,0.833528,0.006389,0.029499,0.098119
11698,2,2,Ventricular,Ventricular,Yes,-9.066072,-7.700816,-0.994568,-7.711298,-8.535127,0.000311,0.001219,0.996734,0.001207,0.000529
11699,0,0,Normal,Normal,Yes,-1.367505,-6.183336,-8.331072,-5.308683,-7.521086,0.970311,0.007860,0.000918,0.018849,0.002063
11700,0,0,Normal,Normal,Yes,1.785582,-8.141791,-8.814327,-2.231456,-2.704843,0.971538,0.000047,0.000024,0.017494,0.010897
11701,2,2,Ventricular,Ventricular,Yes,-5.201602,-10.171643,-0.780892,-6.188768,-5.252813,0.011698,0.000081,0.972748,0.004359,0.011114
11702,2,3,Ventricular,Fusion,No,-12.441329,-16.100744,-8.043336,-6.553970,-6.557933,0.001247,0.000032,0.101382,0.449558,0.447780
11703,0,0,Normal,Normal,Yes,1.744869,-10.898293,-9.051768,-3.452773,-5.391754,0.993691,0.000003,0.000020,0.005495,0.000790
11704,0,0,Normal,Normal,Yes,3.301672,-24.994108,-17.999550,-4.748152,-2.021969,0.994833,0.000000,0.000000,0.000318,0.004850
11705,0,0,Normal,Normal,Yes,-2.824198,-13.027396,-8.006145,-8.704679,-7.729062,0.984390,0.000036,0.005529,0.002750,0.007295
11706,0,0,Normal,Normal,Yes,-2.771865,-21.595379,-16.988251,-6.079705,-3.083028,0.565230,0.000000,0.000000,0.020685,0.414085
11707,0,0,Normal,Normal,Yes,4.472526,-21.832283,-14.339565,-1.958994,-1.977776,0.996820,0.000000,0.000000,0.001605,0.001575
11708,0,0,Normal,Normal,Yes,3.740595,-13.752387,-13.945446,-2.777835,-2.615360,0.996798,0.000000,0.000000,0.001471,0.001731
11709,0,0,Normal,Normal,Yes,1.170414,-6.343332,-6.623126,-3.721221,-3.778746,0.984682,0.000537,0.000406,0.007394,0.006981
11710,0,0,Normal,Normal,Yes,-0.797748,-17.201683,-14.626183,-5.639252,-6.450832,0.988726,0.000000,0.000001,0.007806,0.003467
11711,0,0,Normal,Normal,Yes,2.306360,-12.998491,-5.028071,-5.728821,-4.111751,0.997398,0.000000,0.000651,0.000323,0.001627
11712,0,0,Normal,Normal,Yes,0.618508,-11.645294,-7.184530,-5.033234,-4.695434,0.991230,0.000005,0.000405,0.003481,0.004879
11713,0,0,Normal,Normal,Yes,-0.263612,-10.036535,-15.094005,-5.237344,-7.354644,0.992253,0.000057,0.000000,0.006864,0.000826
11714,0,0,Normal,Normal,Yes,2.743126,-17.508169,-14.021907,-6.691653,-1.709305,0.988406,0.000000,0.000000,0.000079,0.011515
11715,0,0,Normal,Normal,Yes,-1.055739,-16.042982,-11.199957,-7.050408,-6.046340,0.990753,0.000000,0.000039,0.002469,0.006739
11716,1,1,Supraventricular,Supraventricular,Yes,-6.729311,0.386077,-14.702039,-4.882496,-5.005943,0.000804,0.989593,0.000000,0.005097,0.004505
11717,0,0,Normal,Normal,Yes,0.030304,-4.938525,-7.011738,-5.608835,-4.782139,0.980864,0.006818,0.000858,0.003488,0.007972
11718,3,3,Fusion,Fusion,Yes,-8.634622,-11.623458,-25.162455,-2.580822,-9.347523,0.002340,0.000118,0.000000,0.996394,0.001147
11719,0,0,Normal,Normal,Yes,-0.610465,-19.264238,-13.130759,-8.059031,-5.134119,0.988694,0.000000,0.000004,0.000576,0.010727
11720,0,0,Normal,Normal,Yes,-3.265748,-7.007159,-7.045337,-7.698018,-6.307868,0.904017,0.021444,0.020641,0.010746,0.043152
11721,2,2,Ventricular,Ventricular,Yes,-9.647007,-6.471091,0.373328,-6.899578,-7.431576,0.000044,0.001063,0.997793,0.000693,0.000407
11722,0,0,Normal,Normal,Yes,3.953424,-14.540022,-13.075380,-0.362534,-1.404704,0.982257,0.000000,0.000000,0.013117,0.004626
11723,0,0,Normal,Normal,Yes,1.978097,-12.055769,-6.323813,-7.394744,-3.928263,0.996953,0.000001,0.000247,0.000085,0.002714
11724,0,0,Normal,Normal,Yes,4.033787,-24.420849,-15.041541,-8.819573,-0.654606,0.990880,0.000000,0.000000,0.000003,0.009118
11725,0,0,Normal,Normal,Yes,-2.275428,-17.368568,-12.420807,-9.330594,-10.074768,0.998689,0.000000,0.000039,0.000862,0.000409
11726,0,0,Normal,Normal,Yes,2.762854,-21.837589,-13.670363,-8.717341,-2.007871,0.991587,0.000000,0.000000,0.000010,0.008403
11727,0,0,Normal,Normal,Yes,2.729573,-9.153384,-9.410144,-2.772545,-0.544463,0.959745,0.000007,0.000005,0.003914,0.036330
11728,0,0,Normal,Normal,Yes,-1.644850,-13.958288,-8.934715,-9.629653,-7.707864,0.996656,0.000004,0.000680,0.000339,0.002320
11729,4,4,Unknown,Unknown,Yes,-3.302133,-8.838428,-8.311277,-5.373059,-1.782088,0.175158,0.000690,0.001169,0.022082,0.800900
11730,3,3,Fusion,Fusion,Yes,-7.876732,-12.186990,-23.582464,0.588557,-6.589858,0.000210,0.000003,0.000000,0.999025,0.000762
11731,0,0,Normal,Normal,Yes,-0.110103,-9.528249,-9.347969,-5.326515,-4.696839,0.984454,0.000080,0.000096,0.005342,0.010028
11732,0,0,Normal,Normal,Yes,-2.407562,-8.645123,-8.115906,-5.014122,-5.598385,0.892699,0.001745,0.002962,0.065870,0.036724
11733,0,0,Normal,Normal,Yes,-0.238719,-18.833210,-13.814349,-8.071235,-3.606943,0.966325,0.000000,0.000001,0.000383,0.033291
11734,2,4,Ventricular,Unknown,No,-4.807755,-18.432558,-9.002635,-5.624749,-3.362907,0.175499,0.000000,0.002645,0.077528,0.744328
11735,0,0,Normal,Normal,Yes,-2.975630,-29.366436,-6.516794,-17.157911,-10.349089,0.971244,0.000000,0.028146,0.000001,0.000610
11736,2,0,Ventricular,Normal,No,-1.959770,-10.438624,-3.260555,-5.219625,-7.476797,0.760492,0.000158,0.207096,0.029198,0.003055
11737,0,0,Normal,Normal,Yes,0.871799,-18.132154,-13.306873,-6.029190,-1.959731,0.943458,0.000000,0.000001,0.000950,0.055591
11738,3,3,Fusion,Fusion,Yes,-16.798174,-16.539703,-21.111326,3.948376,-15.465481,0.000000,0.000000,0.000000,1.000000,0.000000
11739,4,4,Unknown,Unknown,Yes,-5.885708,-8.630306,-7.646600,-5.616710,-1.344911,0.010383,0.000667,0.001785,0.013588,0.973577
11740,0,0,Normal,Normal,Yes,-4.873802,-24.378977,-5.000211,-13.860641,-8.062610,0.520129,0.000000,0.458366,0.000065,0.021440
11741,0,0,Normal,Normal,Yes,2.324814,-15.788383,-4.675691,-6.090974,-3.538568,0.996041,0.000000,0.000908,0.000220,0.002830
11742,4,4,Unknown,Unknown,Yes,-5.643969,-7.037844,-5.623622,-5.445355,-1.989124,0.023725,0.005886,0.024213,0.028937,0.917239
11743,0,4,Normal,Unknown,No,0.574045,-33.091660,-15.231918,-11.642878,0.959861,0.404724,0.000000,0.000000,0.000002,0.595274
11744,0,0,Normal,Normal,Yes,-6.921405,-10.716915,-7.706400,-8.390732,-8.162889,0.500594,0.011249,0.228332,0.115177,0.144649
11745,2,2,Ventricular,Ventricular,Yes,-10.595361,-8.280178,-5.717791,-13.153051,-12.169207,0.007007,0.070954,0.920044,0.000543,0.001452
11746,3,3,Fusion,Fusion,Yes,-8.391510,-12.279776,-24.781929,0.240076,-7.430858,0.000178,0.000004,0.000000,0.999352,0.000466
11747,0,0,Normal,Normal,Yes,3.559210,-17.814171,-14.591830,-3.729760,0.394439,0.958858,0.000000,0.000000,0.000655,0.040487
11748,0,0,Normal,Normal,Yes,-4.206688,-6.592311,-8.665452,-5.355538,-6.894518,0.671755,0.061823,0.007777,0.212947,0.045698
11749,1,3,Supraventricular,Fusion,No,-8.202616,-2.891781,-9.641872,-2.521343,-8.782790,0.002009,0.406960,0.000476,0.589429,0.001125
11750,0,0,Normal,Normal,Yes,-6.813791,-13.264592,-8.906971,-7.331161,-7.889765,0.484984,0.000766,0.059796,0.289092,0.165363
11751,2,2,Ventricular,Ventricular,Yes,-8.967840,-5.990790,0.782902,-6.220744,-7.564764,0.000058,0.001141,0.997658,0.000906,0.000236
11752,2,2,Ventricular,Ventricular,Yes,-7.075391,-10.217764,-2.268655,-4.881112,-7.569396,0.007521,0.000325,0.920074,0.067491,0.004589
11753,2,2,Ventricular,Ventricular,Yes,-6.932695,-9.308360,-2.546791,-4.923395,-6.421256,0.011046,0.001027,0.887123,0.082383,0.018421
11754,0,0,Normal,Normal,Yes,0.702248,-10.766099,-7.679419,-4.963168,-7.078660,0.995896,0.000010,0.000228,0.003449,0.000416
11755,0,0,Normal,Normal,Yes,2.097948,-26.612288,-16.233673,-10.137865,0.881420,0.771449,0.000000,0.000000,0.000004,0.228547
11756,0,0,Normal,Normal,Yes,-1.507743,-6.772804,-7.642120,-6.438905,-4.388329,0.934007,0.004828,0.002024,0.006742,0.052400
11757,0,0,Normal,Normal,Yes,2.085261,-23.049080,-12.509574,-10.569503,-3.418586,0.995942,0.000000,0.000000,0.000003,0.004055
11758,0,0,Normal,Normal,Yes,1.999079,-11.728645,-16.436050,-5.340502,-7.222227,0.999251,0.000001,0.000000,0.000649,0.000099
11759,0,0,Normal,Normal,Yes,-0.696491,-7.238452,-8.514131,-5.407423,-5.462198,0.981010,0.001414,0.000395,0.008826,0.008355
11760,0,0,Normal,Normal,Yes,-1.162273,-16.967192,-11.082985,-6.320965,-5.431413,0.980592,0.000000,0.000048,0.005638,0.013722
11761,3,3,Fusion,Fusion,Yes,-5.750089,-7.411835,-9.706665,0.077973,-7.179005,0.002931,0.000556,0.000056,0.995754,0.000702
11762,0,0,Normal,Normal,Yes,-0.237852,-18.415009,-14.173827,-10.681090,-10.666164,0.999941,0.000000,0.000001,0.000029,0.000030
11763,0,0,Normal,Normal,Yes,-1.944330,-11.322011,-5.079628,-6.300004,-3.228935,0.750095,0.000063,0.032619,0.009627,0.207596
11764,0,0,Normal,Normal,Yes,3.524584,-13.511773,-21.582548,-1.609241,-2.900943,0.992542,0.000000,0.000000,0.005850,0.001608
11765,1,1,Supraventricular,Supraventricular,Yes,-7.056349,0.186749,-15.369237,-5.724263,-5.217650,0.000709,0.992141,0.000000,0.002688,0.004461
11766,0,0,Normal,Normal,Yes,0.128459,-7.249396,-8.709527,-5.403198,-3.598662,0.972014,0.000607,0.000141,0.003849,0.023389
11767,0,4,Normal,Unknown,No,-3.747411,-19.429617,-9.380277,-10.102130,-2.406005,0.207051,0.000000,0.000741,0.000360,0.791848
11768,0,0,Normal,Normal,Yes,4.171783,-16.138895,-10.730947,-4.659103,-1.234042,0.995385,0.000000,0.000000,0.000145,0.004470
11769,0,0,Normal,Normal,Yes,3.024850,-14.341997,-11.743686,-5.939505,-0.625052,0.974543,0.000000,0.000000,0.000125,0.025332
11770,0,0,Normal,Normal,Yes,2.785500,-15.759484,-7.190266,-4.770229,-4.023481,0.998329,0.000000,0.000046,0.000522,0.001102
11771,0,0,Normal,Normal,Yes,3.319816,-13.409025,-9.352421,-7.035576,-1.545727,0.992317,0.000000,0.000003,0.000032,0.007648
11772,0,0,Normal,Normal,Yes,-7.227060,-14.498166,-8.871635,-7.991467,-8.159075,0.487054,0.000339,0.094048,0.226777,0.191782
11773,0,0,Normal,Normal,Yes,2.171312,-15.259070,-4.696512,-6.102394,-3.299585,0.994527,0.000000,0.001035,0.000254,0.004184
11774,4,3,Unknown,Fusion,No,-8.734472,-13.074948,-7.193589,-5.737986,-7.315520,0.033524,0.000437,0.156513,0.670980,0.138546
11775,2,4,Ventricular,Unknown,No,-4.913562,-8.763482,-3.721818,-5.970472,-3.182936,0.097033,0.002065,0.319511,0.033722,0.547670
11776,0,2,Normal,Ventricular,No,-5.633798,-13.932624,-4.909023,-7.942744,-6.521445,0.279681,0.000070,0.577336,0.027791,0.115123
11777,0,0,Normal,Normal,Yes,-1.059494,-15.327111,-9.380859,-8.676488,-6.648048,0.995544,0.000001,0.000242,0.000490,0.003724
11778,0,0,Normal,Normal,Yes,0.128417,-17.281357,-12.010519,-6.701861,-1.968493,0.889742,0.000000,0.000005,0.000961,0.109292
11779,0,0,Normal,Normal,Yes,5.327525,-21.362249,-19.091454,-2.926986,-4.075000,0.999658,0.000000,0.000000,0.000260,0.000082
11780,2,2,Ventricular,Ventricular,Yes,-4.859232,-7.578300,-4.070058,-4.491593,-4.681706,0.169317,0.011164,0.372764,0.244548,0.202208
11781,0,0,Normal,Normal,Yes,1.239086,-11.712910,-8.725808,-5.593587,-4.340006,0.995121,0.000002,0.000047,0.001073,0.003758
11782,0,0,Normal,Normal,Yes,0.424227,-12.668776,-8.213509,-4.603693,-1.900914,0.905386,0.000002,0.000161,0.005932,0.088519
11783,0,0,Normal,Normal,Yes,1.280533,-10.747643,-12.961824,-4.443255,-3.553442,0.988896,0.000006,0.000001,0.003231,0.007867
11784,0,0,Normal,Normal,Yes,-3.165476,-6.172541,-6.266438,-7.110755,-4.084671,0.661101,0.032683,0.029753,0.012790,0.263673
11785,0,0,Normal,Normal,Yes,-3.287205,-10.819479,-4.163647,-6.118418,-4.748615,0.585601,0.000314,0.243763,0.034516,0.135806
11786,0,0,Normal,Normal,Yes,-0.547459,-11.700494,-5.534857,-3.556303,-4.132621,0.922579,0.000013,0.006295,0.045528,0.025585
11787,0,0,Normal,Normal,Yes,-3.065246,-11.466035,-5.538900,-7.688207,-3.626275,0.600620,0.000135,0.050618,0.005900,0.342727
11788,0,0,Normal,Normal,Yes,6.737000,-22.675735,-13.991662,-4.673459,-2.257943,0.999865,0.000000,0.000000,0.000011,0.000124
11789,0,0,Normal,Normal,Yes,3.297107,-28.018551,-16.081562,-9.484797,0.816066,0.922800,0.000000,0.000000,0.000003,0.077198
11790,0,0,Normal,Normal,Yes,-1.128205,-23.419399,-12.181323,-9.311818,-2.029778,0.711123,0.000000,0.000011,0.000199,0.288667
11791,0,0,Normal,Normal,Yes,-6.649459,-12.720197,-7.562076,-7.036895,-8.295936,0.439502,0.001015,0.176448,0.298331,0.084704
11792,0,0,Normal,Normal,Yes,2.869619,-28.280338,-16.683350,-9.570950,0.394760,0.922357,0.000000,0.000000,0.000004,0.077639
11793,0,0,Normal,Normal,Yes,-1.295114,-13.167184,-5.659104,-8.126525,-3.962467,0.923148,0.000006,0.011749,0.000996,0.064099
11794,0,0,Normal,Normal,Yes,-0.268283,-5.760930,-6.841018,-2.929703,-3.946893,0.908577,0.003741,0.001270,0.063463,0.022949
11795,0,0,Normal,Normal,Yes,-0.694861,-8.359864,-8.873354,-4.396238,-2.978629,0.887045,0.000416,0.000249,0.021901,0.090389
11796,0,0,Normal,Normal,Yes,1.010418,-14.631381,-11.930884,-5.168764,-2.290866,0.962547,0.000000,0.000002,0.001995,0.035456
11797,0,0,Normal,Normal,Yes,3.290748,-26.724190,-11.681689,-8.061509,-4.778345,0.999675,0.000000,0.000000,0.000012,0.000313
11798,0,0,Normal,Normal,Yes,0.506057,-13.783582,-11.111036,-2.742091,-5.532955,0.960394,0.000001,0.000009,0.037308,0.002289
11799,0,0,Normal,Normal,Yes,3.844033,-22.835560,-15.964086,-1.891503,-1.434048,0.991738,0.000000,0.000000,0.003202,0.005060
